Entity,Year,"Political participation (How Was Life, OECD (2014))","Political competition (How Was Life, OECD (2014))","Index of Democracy (How Was Life, OECD (2014))","Polity2 (How Was Life, OECD (2014))"
East Asia,1931,.93000001,2.3,.19117336,
East Asia,1932,.83999997,2.9000001,.21607618,
East Asia,1933,.83999997,2.9000001,.21722831,
East Asia,1934,.85000002,3,.21838503,
East Asia,1935,.85000002,3,.21954633,
East Asia,1936,.93000001,3.5,.27763271,
East Asia,1937,.89999998,3.9000001,.29778987,
East Asia,1938,.91000003,3.9000001,.29936683,
East Asia,1939,.91000003,3.9000001,.30094993,
East Asia,1940,.92000002,3.9000001,.30253914,
East Asia,1941,.92000002,4,.30484462,
East Asia,1942,.98000002,1.1,.087932266,
East Asia,1943,.98000002,1.1,.088598289,
East Asia,1944,.99000001,1.1,.089267261,
East Asia,1945,4.2199998,8.6000004,2.9544396,
East Asia,1946,4.25,8.6999998,2.9766054,
East Asia,1947,4.6599998,16.200001,2.6136889,
East Asia,1948,5.23,17.4,2.8536775,
East Asia,1949,5.27,8.3000002,2.8766987,
East Asia,1950,5.8499999,7.9000001,2.984256,
East Asia,1951,5.71,9,3.3372769,
East Asia,1952,6.2199998,9.3000002,3.649333,
East Asia,1953,6.4200001,9.5,3.8883133,
East Asia,1954,6.3600001,8.8000002,3.6112223,
East Asia,1955,6.3499999,8.8000002,3.5982511,
East Asia,1956,6.75,6.5999999,2.8452935,
East Asia,1957,6.73,6.5999999,2.8399098,
East Asia,1958,6.5900002,6.5999999,2.7915602,
East Asia,1959,6.5799999,6.5999999,2.7865503,
East Asia,1960,6.52,6,2.5129642,
East Asia,1961,5.2199998,5.5999999,2.3766792,
East Asia,1962,5.1599998,5.5,2.3518381,
East Asia,1963,6.46,7.3000002,3.1014779,
East Asia,1964,6.4099998,7.3000002,3.0776291,
East Asia,1965,6.73,7.8000002,3.4988604,
East Asia,1966,6.6799998,7.6999998,3.4707553,
East Asia,1967,6.5500002,7.5999999,3.381124,
East Asia,1968,6.4899998,7.5999999,3.3528595,
East Asia,1969,6.4400001,7.5,3.3248503,
East Asia,1970,6.71,7.5,3.5064077,
East Asia,1971,6.6399999,7.4000001,3.4369714,
East Asia,1972,5.3600001,5.6999998,2.8096027,
East Asia,1973,5.3200002,5.6999998,2.7915547,
East Asia,1974,5.4200001,6.1999998,3.1196415,
East Asia,1975,5.3899999,6.1999998,3.0995696,
East Asia,1976,5.3600001,6.0999999,3.0796108,
East Asia,1977,4.9499998,5.8000002,2.7046604,
East Asia,1978,5.3299999,5.4000001,2.7402954,
East Asia,1979,5.29,5.4000001,2.7226086,
East Asia,1980,5.5900002,5.9000001,2.7620261,
East Asia,1981,5.2600002,6.3000002,2.7082677,
East Asia,1982,5.2199998,6.1999998,2.6850858,
East Asia,1983,5.1799998,6.1999998,2.6620831,
East Asia,1984,5.3499999,5.8000002,2.5777793,
East Asia,1985,5.3600001,5.6999998,2.5691559,
East Asia,1986,5.3200002,5.6999998,2.5472183,
East Asia,1987,6.5900002,7,3.5328889,
East Asia,1988,6.8499999,7.3000002,3.8355653,
East Asia,1989,6.8000002,7.1999998,3.8106768,
East Asia,1990,6.7600002,7.1999998,3.879266,
East Asia,1991,6.4499998,8.1000004,4.163373,
East Asia,1992,6.4099998,7.9000001,4.0805016,
East Asia,1993,6.3699999,7.9000001,4.0585198,
East Asia,1994,5.77,7.5999999,3.5947437,
East Asia,1995,5.7399998,7.5999999,3.5758312,
East Asia,1996,5.6599998,7.5999999,3.8238866,
East Asia,1997,5.6500001,7.5999999,3.8339181,
East Asia,1998,5.9000001,6.6999998,3.5856316,
East Asia,1999,1.6799999,2.0999999,1.4124925,
East Asia,2000,1.61,2,1.4162771,
Eastern Europe,1820,0,0,0,
Eastern Europe,1821,0,0,0,
Eastern Europe,1822,0,0,0,
Eastern Europe,1823,0,0,0,
Eastern Europe,1824,0,0,0,
Eastern Europe,1825,0,0,0,
Eastern Europe,1826,0,0,0,
Eastern Europe,1827,0,0,0,
Eastern Europe,1828,0,0,0,
Eastern Europe,1829,0,0,0,
Eastern Europe,1830,0,0,0,
Eastern Europe,1831,0,0,0,
Eastern Europe,1832,0,0,0,
Eastern Europe,1833,0,0,0,
Eastern Europe,1834,0,0,0,
Eastern Europe,1835,0,0,0,
Eastern Europe,1836,0,0,0,
Eastern Europe,1837,0,0,0,
Eastern Europe,1838,0,0,0,
Eastern Europe,1839,0,0,0,
Eastern Europe,1840,0,0,0,
Eastern Europe,1841,0,0,0,
Eastern Europe,1842,0,0,0,
Eastern Europe,1843,0,0,0,
Eastern Europe,1844,0,0,0,
Eastern Europe,1845,0,0,0,
Eastern Europe,1846,0,0,0,
Eastern Europe,1847,0,0,0,
Eastern Europe,1848,0,0,0,
Eastern Europe,1849,0,0,0,
Eastern Europe,1850,0,0,0,
Eastern Europe,1851,0,0,0,
Eastern Europe,1852,0,0,0,
Eastern Europe,1853,0,0,0,
Eastern Europe,1854,0,0,0,
Eastern Europe,1855,0,0,0,
Eastern Europe,1856,0,0,0,
Eastern Europe,1857,0,0,0,
Eastern Europe,1858,0,0,0,
Eastern Europe,1859,0,0,0,
Eastern Europe,1860,0,0,0,
Eastern Europe,1861,0,0,0,
Eastern Europe,1862,0,0,0,
Eastern Europe,1863,0,0,0,
Eastern Europe,1864,0,0,0,
Eastern Europe,1865,0,0,0,
Eastern Europe,1866,0,0,0,
Eastern Europe,1867,0,0,0,
Eastern Europe,1868,0,0,0,
Eastern Europe,1869,2.23,5.5,.69889158,
Eastern Europe,1870,2.23,5.5,.69665694,
Eastern Europe,1871,2.23,6.3000002,.8278203,
Eastern Europe,1872,1.42,5.3000002,.4319618,
Eastern Europe,1873,1.54,2.7,.17204885,
Eastern Europe,1874,.12,1.5,.046480875,
Eastern Europe,1875,.12,1.2,.034677107,
Eastern Europe,1876,.89999998,1.6,.061474215,
Eastern Europe,1877,.88999999,1.6,.061096329,
Eastern Europe,1878,.92000002,2.5999999,.065466113,
Eastern Europe,1879,.38,3.7,.06866125,
Eastern Europe,1880,.37,3.5999999,.068231843,
Eastern Europe,1881,.34999999,3.5,.064289182,
Eastern Europe,1882,.34999999,3.5,.063921392,
Eastern Europe,1883,.34999999,3.5,.063554958,
Eastern Europe,1884,.34,3.2,.056252874,
Eastern Europe,1885,.33000001,3.2,.055940937,
Eastern Europe,1886,.33000001,3.7,.065880686,
Eastern Europe,1887,.33000001,3.7,.065494113,
Eastern Europe,1888,.33000001,3.7,.065109059,
Eastern Europe,1889,.33000001,3.7,.064725518,
Eastern Europe,1890,.31999999,3.5999999,.064343505,
Eastern Europe,1891,.87,4,.17144257,
Eastern Europe,1892,.87,4,.17024525,
Eastern Europe,1893,.88999999,3.5999999,.14858997,
Eastern Europe,1894,.88,3.5999999,.14757961,
Eastern Europe,1895,.88,3.5999999,.14657374,
Eastern Europe,1896,.88999999,4.0999999,.17533626,
Eastern Europe,1897,.88,4,.17422323,
Eastern Europe,1898,.88,4.0999999,.17620842,
Eastern Europe,1899,.93000001,4.5999999,.22679062,
Eastern Europe,1900,.92000002,4.5999999,.22521348,
Eastern Europe,1901,.92000002,4.4000001,.21435513,
Eastern Europe,1902,.92000002,4.3000002,.2126165,
Eastern Europe,1903,.88999999,4.3000002,.20693113,
Eastern Europe,1904,.88999999,4.3000002,.20523424,
Eastern Europe,1905,.88,5.0999999,.23831202,
Eastern Europe,1906,.86000001,4.3000002,.20563957,
Eastern Europe,1907,.89999998,4.0999999,.2001051,
Eastern Europe,1908,.99000001,4.4000001,.21703905,
Eastern Europe,1909,.98000002,4.3000002,.21535982,
Eastern Europe,1910,.83999997,5.5,.25488821,
Eastern Europe,1911,.83999997,5.9000001,.26517335,
Eastern Europe,1912,.85000002,5.9000001,.26742026,
Eastern Europe,1913,.86000001,6.0999999,.27706,
Eastern Europe,1914,.91000003,5.0999999,.25307986,
Eastern Europe,1915,.92000002,5.0999999,.25526044,
Eastern Europe,1916,.81999999,5,.22322573,
Eastern Europe,1917,.82999998,5,.22512355,
Eastern Europe,1918,1,5.8000002,.3105064,
Eastern Europe,1919,3.78,12,1.864936,
Eastern Europe,1920,5.1700001,12.9,2.3569789,
Eastern Europe,1921,5.1900001,13.2,2.3667877,
Eastern Europe,1922,6.25,15,3.506928,
Eastern Europe,1923,5.7600002,12.5,3.3734372,
Eastern Europe,1924,5.79,12.3,3.3918905,
Eastern Europe,1925,5.8299999,12.4,3.4002724,
Eastern Europe,1926,1.8099999,5.8000002,.61337841,
Eastern Europe,1927,1.83,5.8000002,.616808,
Eastern Europe,1928,4.0599999,10.1,1.9063622,
Eastern Europe,1929,3.99,10.1,1.9104111,
Eastern Europe,1930,3.97,8.6000004,1.6139491,
Eastern Europe,1931,5.8299999,13.1,2.3654912,
Eastern Europe,1932,5.79,13.2,2.3462474,
Eastern Europe,1933,7.5300002,14.3,3.5264637,
Eastern Europe,1934,6.71,12.7,3.0965724,
Eastern Europe,1935,4.75,11.8,2.1375763,
Eastern Europe,1936,4.7800002,11.9,2.210927,
Eastern Europe,1937,27.58,12.2,2.2434027,
Eastern Europe,1938,27.25,10.3,2.0596082,
Eastern Europe,1939,23.68,.60000002,.062782921,
Eastern Europe,1940,23.790001,.5,.051409174,
Eastern Europe,1941,23.549999,.5,1.0381486,
Eastern Europe,1942,23.35,.5,.052192211,
Eastern Europe,1943,23.15,.5,.052572429,
Eastern Europe,1944,22.610001,0,0,
Eastern Europe,1945,25.450001,1.7,.83014637,
Eastern Europe,1946,30.02,3.3,1.4873662,
Eastern Europe,1947,33.849998,4.6999998,1.3687929,
Eastern Europe,1948,31.9,.40000001,.2236293,
Eastern Europe,1949,35.650002,.69999999,.36378381,
Eastern Europe,1950,36.27,.69999999,.35504308,
Eastern Europe,1951,36.25,.69999999,.43227777,
Eastern Europe,1952,38.310001,.30000001,.29442358,
Eastern Europe,1953,38.419998,.30000001,.23941764,
Eastern Europe,1954,38.810001,.2,.19728602,
Eastern Europe,1955,38.779999,.2,.20167813,
Eastern Europe,1956,38.740002,.2,.20127685,
Eastern Europe,1957,38.810001,.30000001,.17979357,
Eastern Europe,1958,39.57,.30000001,.16158926,
Eastern Europe,1959,39.529999,.30000001,.12852223,
Eastern Europe,1960,39.48,.30000001,.12828623,
Eastern Europe,1961,39.450001,.2,.093112677,
Eastern Europe,1962,38.900002,.2,.092857346,
Eastern Europe,1963,38.889999,.2,.10151453,
Eastern Europe,1964,38.790001,.2,.10116665,
Eastern Europe,1965,38.849998,.2,.10141318,
Eastern Europe,1966,38.049999,.2,.044013008,
Eastern Europe,1967,37.990002,.2,.037854467,
Eastern Europe,1968,37.880001,.2,.037623063,
Eastern Europe,1969,38.09,.2,.040951487,
Eastern Europe,1970,38.540001,.2,.079875849,
Eastern Europe,1971,38.560001,.1,.074108839,
Eastern Europe,1972,38.759998,.1,.074007601,
Eastern Europe,1973,38.689999,.1,.073904544,
Eastern Europe,1974,38.779999,0,.06806723,
Eastern Europe,1975,38.869999,.1,.093611464,
Eastern Europe,1976,39.07,.1,.091894045,
Eastern Europe,1977,44.080002,6.6999998,3.431437,
Eastern Europe,1978,44.040001,6.6999998,3.4376295,
Eastern Europe,1979,44.560001,6.8000002,3.2842135,
Eastern Europe,1980,44.560001,6.8000002,3.2946894,
Eastern Europe,1981,44.5,6.8000002,3.2826679,
Eastern Europe,1982,45.110001,5.3000002,2.8986862,
Eastern Europe,1983,45.029999,5.1999998,4.0479002,
Eastern Europe,1984,45.139999,5.1999998,4.5792427,
Eastern Europe,1985,43.400002,5.3000002,4.6788845,
Eastern Europe,1986,43.060001,5.6999998,4.7497578,
Eastern Europe,1987,42.990002,5.5999999,4.7727127,
Eastern Europe,1988,42.91,5.5999999,4.7602777,
Eastern Europe,1989,36.82,16.1,8.5680361,
Eastern Europe,1990,37.5,19.1,10.885156,
Eastern Europe,1991,46.959999,35.099998,18.210018,
Eastern Europe,1992,45.93,36.900002,19.269423,
Eastern Europe,1993,29.389999,28.299999,15.434812,
Eastern Europe,1994,29.200001,30.299999,16.252117,
Eastern Europe,1995,29.690001,31.299999,14.023511,
Eastern Europe,1996,30.620001,32.400002,14.477077,
Eastern Europe,1997,30.08,31.4,13.889951,
Eastern Europe,1998,29.200001,32,13.797871,
Eastern Europe,1999,29.41,31.5,13.672824,
Eastern Europe,2000,28.08,30.5,12.521517,
Latin America and Caribbean,1820,0,0,0,
Latin America and Caribbean,1821,0,0,0,
Latin America and Caribbean,1822,0,0,0,
Latin America and Caribbean,1823,0,0,0,
Latin America and Caribbean,1824,0,0,0,
Latin America and Caribbean,1825,0,0,0,
Latin America and Caribbean,1826,0,0,0,
Latin America and Caribbean,1827,0,0,0,
Latin America and Caribbean,1828,0,0,0,
Latin America and Caribbean,1829,0,0,0,
Latin America and Caribbean,1830,.0099999998,0,0,
Latin America and Caribbean,1831,.0099999998,0,0,
Latin America and Caribbean,1832,.0099999998,0,0,
Latin America and Caribbean,1833,.0099999998,0,0,
Latin America and Caribbean,1834,.0099999998,0,0,
Latin America and Caribbean,1835,.0099999998,0,0,
Latin America and Caribbean,1836,.07,0,0,
Latin America and Caribbean,1837,.07,0,0,
Latin America and Caribbean,1838,.059999999,0,0,
Latin America and Caribbean,1839,.059999999,0,0,
Latin America and Caribbean,1840,.059999999,0,0,
Latin America and Caribbean,1841,.059999999,0,0,
Latin America and Caribbean,1842,.059999999,0,0,
Latin America and Caribbean,1843,.07,0,0,
Latin America and Caribbean,1844,.07,0,0,
Latin America and Caribbean,1845,.079999998,.89999998,.001157662,
Latin America and Caribbean,1846,.079999998,.89999998,.001159458,
Latin America and Caribbean,1847,.079999998,.89999998,.001161198,
Latin America and Caribbean,1848,.079999998,.89999998,.00116288,
Latin America and Caribbean,1849,.079999998,3.9000001,.001687192,
Latin America and Caribbean,1850,.079999998,5.3000002,.0020703371,
Latin America and Caribbean,1851,.090000004,15.8,.018579705,
Latin America and Caribbean,1852,.1,15.8,.019593136,
Latin America and Caribbean,1853,.12,11.3,.021949641,
Latin America and Caribbean,1854,.11,8.1000004,.016928531,
Latin America and Caribbean,1855,.11,1.1,.01673173,
Latin America and Caribbean,1856,.23999999,1,.051372826,
Latin America and Caribbean,1857,.74000001,5.5999999,.32253906,
Latin America and Caribbean,1858,2.1600001,5.5,.62972671,
Latin America and Caribbean,1859,1.63,2.4000001,.36110151,
Latin America and Caribbean,1860,1.8,2.4000001,.33110854,
Latin America and Caribbean,1861,1.6900001,11.6,.3268238,
Latin America and Caribbean,1862,.20999999,11.8,.01806022,
Latin America and Caribbean,1863,.18000001,14.1,.016511703,
Latin America and Caribbean,1864,.33000001,3.5,.039119296,
Latin America and Caribbean,1865,.31999999,1.9,.036037881,
Latin America and Caribbean,1866,.31999999,2.4000001,.023459598,
Latin America and Caribbean,1867,.41999999,8.6999998,.059304014,
Latin America and Caribbean,1868,.33000001,11.8,.056529894,
Latin America and Caribbean,1869,.18000001,11.3,.034541737,
Latin America and Caribbean,1870,.18000001,11.2,.034850072,
Latin America and Caribbean,1871,.18000001,17.1,.051025912,
Latin America and Caribbean,1872,.16,8.3000002,.03910381,
Latin America and Caribbean,1873,.75,9,.048264597,
Latin America and Caribbean,1874,.85000002,9.1000004,.071425311,
Latin America and Caribbean,1875,1.03,9.3000002,.086571626,
Latin America and Caribbean,1876,.79000002,6.0999999,.036950409,
Latin America and Caribbean,1877,.88,9.6000004,.37083271,
Latin America and Caribbean,1878,.31999999,4.5999999,.051961951,
Latin America and Caribbean,1879,.34,4,.052112956,
Latin America and Caribbean,1880,1.12,6.0999999,.062250938,
Latin America and Caribbean,1881,1.26,6.6999998,.099252857,
Latin America and Caribbean,1882,.74000001,6,.094776995,
Latin America and Caribbean,1883,.77999997,5.9000001,.089004189,
Latin America and Caribbean,1884,.91000003,8,.17245066,
Latin America and Caribbean,1885,.77999997,8,.1737743,
Latin America and Caribbean,1886,.76999998,4.8000002,.12871255,
Latin America and Caribbean,1887,.80000001,5.1999998,.14419582,
Latin America and Caribbean,1888,.74000001,3.8,.1101675,
Latin America and Caribbean,1889,.74000001,3.8,.11006776,
Latin America and Caribbean,1890,.69,4.8000002,.12162716,
Latin America and Caribbean,1891,.82999998,12.1,.18022013,
Latin America and Caribbean,1892,.83999997,13.4,.17783503,
Latin America and Caribbean,1893,1.38,13.1,.14773047,
Latin America and Caribbean,1894,1.91,9.1000004,.21147056,
Latin America and Caribbean,1895,1.83,8.3999996,.16760056,
Latin America and Caribbean,1896,1.83,10.1,.24247533,
Latin America and Caribbean,1897,1.8,9.6999998,.20476304,
Latin America and Caribbean,1898,1.21,8.8000002,.20031796,
Latin America and Caribbean,1899,1.35,7.9000001,.18266541,
Latin America and Caribbean,1900,1.35,6.9000001,.18166727,
Latin America and Caribbean,1901,1.86,7.9000001,.16684781,
Latin America and Caribbean,1902,2.26,10.2,.25664222,
Latin America and Caribbean,1903,2.6099999,11,.30650628,
Latin America and Caribbean,1904,2.6500001,13.8,.269678,
Latin America and Caribbean,1905,2.6400001,10.8,.2694287,
Latin America and Caribbean,1906,2.3800001,7,.25632313,
Latin America and Caribbean,1907,2.48,6.9000001,.25645018,
Latin America and Caribbean,1908,2.4000001,6.9000001,.25275138,
Latin America and Caribbean,1909,2.53,9.8999996,.33878058,
Latin America and Caribbean,1910,2.9400001,16.6,.53766954,
Latin America and Caribbean,1911,2.8699999,16.299999,.52815032,
Latin America and Caribbean,1912,2.8800001,18,.54567307,
Latin America and Caribbean,1913,3.02,16.4,.28998467,
Latin America and Caribbean,1914,3.1700001,5.5999999,.13412704,
Latin America and Caribbean,1915,3.53,8.5,.23210642,
Latin America and Caribbean,1916,4.3600001,12.6,.63603699,
Latin America and Caribbean,1917,5.2399998,14.4,.7942003,
Latin America and Caribbean,1918,4.98,14,.90815574,
Latin America and Caribbean,1919,5.0900002,26,1.2255812,
Latin America and Caribbean,1920,5.77,26.200001,1.3015043,
Latin America and Caribbean,1921,5.5799999,26.299999,1.267226,
Latin America and Caribbean,1922,6.0599999,29.4,1.537129,
Latin America and Caribbean,1923,6.0799999,29.9,1.6080475,
Latin America and Caribbean,1924,6.29,27.700001,1.6016223,
Latin America and Caribbean,1925,7.1100001,27.299999,1.5512432,
Latin America and Caribbean,1926,6.5100002,11,.8815847,
Latin America and Caribbean,1927,6.4699998,9.8999996,.81199616,
Latin America and Caribbean,1928,6.8000002,8.1000004,.82976061,
Latin America and Caribbean,1929,7.1599998,8.8999996,.94639301,
Latin America and Caribbean,1930,4.9299998,8.1000004,.79740143,
Latin America and Caribbean,1931,6.4299998,14.7,1.3562595,
Latin America and Caribbean,1932,6.5700002,15.7,1.3519051,
Latin America and Caribbean,1933,6.3200002,13.4,1.214051,
Latin America and Caribbean,1934,6.6500001,18,.78047156,
Latin America and Caribbean,1935,7.29,18,.78786945,
Latin America and Caribbean,1936,7.1300001,16.9,.7139498,
Latin America and Caribbean,1937,8.3000002,10.6,1.29967,
Latin America and Caribbean,1938,8.1099997,10.8,1.370937,
Latin America and Caribbean,1939,8.46,12.4,1.4159533,
Latin America and Caribbean,1940,8.6300001,14.1,1.5380822,
Latin America and Caribbean,1941,8.0299997,14,1.6480674,
Latin America and Caribbean,1942,9.1800003,16.799999,2.1743419,
Latin America and Caribbean,1943,7.8499999,11.9,1.5215456,
Latin America and Caribbean,1944,7.98,11.2,1.5383486,
Latin America and Caribbean,1945,12.72,27.5,3.8116291,
Latin America and Caribbean,1946,13.79,37.200001,5.2076416,
Latin America and Caribbean,1947,14.01,37.299999,5.0824742,
Latin America and Caribbean,1948,13.99,37,5.072598,
Latin America and Caribbean,1949,12.34,32.200001,3.9683568,
Latin America and Caribbean,1950,14.17,34.200001,4.9392204,
Latin America and Caribbean,1951,17.42,34.799999,5.8032799,
Latin America and Caribbean,1952,18.370001,34.400002,5.9152322,
Latin America and Caribbean,1953,17.629999,33.299999,5.7978539,
Latin America and Caribbean,1954,17.1,32.5,5.6957293,
Latin America and Caribbean,1955,12.93,32.700001,4.6579137,
Latin America and Caribbean,1956,12.86,35.200001,5.1404047,
Latin America and Caribbean,1957,12.99,35.700001,5.8559494,
Latin America and Caribbean,1958,21.07,41.799999,8.7487154,
Latin America and Caribbean,1959,21.030001,41.900002,8.7412071,
Latin America and Caribbean,1960,21.610001,37.900002,8.6779766,
Latin America and Caribbean,1961,21.629999,37.700001,8.6601105,
Latin America and Caribbean,1962,16.82,32.599998,6.7578888,
Latin America and Caribbean,1963,20.030001,38.400002,9.4169264,
Latin America and Caribbean,1964,14.58,19.4,6.0975466,
Latin America and Caribbean,1965,14.93,19.9,6.0704551,
Latin America and Caribbean,1966,11.8,15.2,3.8021007,
Latin America and Caribbean,1967,11.73,15.9,3.8995147,
Latin America and Caribbean,1968,10.7,13.6,3.6190579,
Latin America and Caribbean,1969,10.77,13.3,3.4848251,
Latin America and Caribbean,1970,11.64,15.7,4.3164163,
Latin America and Caribbean,1971,12,16.200001,4.5211415,
Latin America and Caribbean,1972,11.65,15.4,4.1069651,
Latin America and Caribbean,1973,14.24,15.9,4.6536708,
Latin America and Caribbean,1974,15.01,14.3,4.4258509,
Latin America and Caribbean,1975,15.14,14.7,4.4439888,
Latin America and Caribbean,1976,11.8,9.8999996,2.5379536,
Latin America and Caribbean,1977,11.97,9.8000002,2.6169653,
Latin America and Caribbean,1978,11.89,24.1,2.7889974,
Latin America and Caribbean,1979,11.63,24.299999,2.780376,
Latin America and Caribbean,1980,12.95,26.700001,3.3792124,
Latin America and Caribbean,1981,13.71,28.1,3.5490677,
Latin America and Caribbean,1982,14.11,31.6,4.9878411,
Latin America and Caribbean,1983,17.709999,35,6.7461696,
Latin America and Caribbean,1984,19.219999,36.599998,7.4746113,
Latin America and Caribbean,1985,20.52,32.599998,7.6828337,
Latin America and Caribbean,1986,19.9,31.700001,7.4226146,
Latin America and Caribbean,1987,19.940001,31.6,7.4914484,
Latin America and Caribbean,1988,25.75,39.299999,10.93703,
Latin America and Caribbean,1989,35.669998,44.799999,16.364292,
Latin America and Caribbean,1990,33.560001,51.299999,16.677952,
Latin America and Caribbean,1991,33.529999,51.400002,16.706919,
Latin America and Caribbean,1992,33.52,51.5,16.630636,
Latin America and Caribbean,1993,32.959999,51,16.476315,
Latin America and Caribbean,1994,37.889999,51,19.235199,
Latin America and Caribbean,1995,37.700001,50.400002,18.932224,
Latin America and Caribbean,1996,38.23,51.599998,19.163662,
Latin America and Caribbean,1997,38.18,51.700001,18.964802,
Latin America and Caribbean,1998,37.75,52.599998,19.942923,
Latin America and Caribbean,1999,37.599998,51.900002,19.80171,
Latin America and Caribbean,2000,36.91,51.700001,19.613686,
Middle East and North Africa,1820,0,0,0,
Middle East and North Africa,1821,0,0,0,
Middle East and North Africa,1822,0,0,0,
Middle East and North Africa,1823,0,0,0,
Middle East and North Africa,1824,0,0,0,
Middle East and North Africa,1825,0,0,0,
Middle East and North Africa,1826,0,0,0,
Middle East and North Africa,1827,0,0,0,
Middle East and North Africa,1828,0,0,0,
Middle East and North Africa,1829,0,0,0,
Middle East and North Africa,1830,0,0,0,
Middle East and North Africa,1831,0,0,0,
Middle East and North Africa,1832,0,0,0,
Middle East and North Africa,1833,0,0,0,
Middle East and North Africa,1834,0,0,0,
Middle East and North Africa,1835,0,0,0,
Middle East and North Africa,1836,0,0,0,
Middle East and North Africa,1837,0,0,0,
Middle East and North Africa,1838,0,0,0,
Middle East and North Africa,1839,0,0,0,
Middle East and North Africa,1840,0,0,0,
Middle East and North Africa,1841,0,0,0,
Middle East and North Africa,1842,0,0,0,
Middle East and North Africa,1843,0,0,0,
Middle East and North Africa,1844,0,0,0,
Middle East and North Africa,1845,0,0,0,
Middle East and North Africa,1846,0,0,0,
Middle East and North Africa,1847,0,0,0,
Middle East and North Africa,1848,0,0,0,
Middle East and North Africa,1849,0,0,0,
Middle East and North Africa,1850,0,0,0,
Middle East and North Africa,1851,0,0,0,
Middle East and North Africa,1852,0,0,0,
Middle East and North Africa,1853,0,0,0,
Middle East and North Africa,1854,0,0,0,
Middle East and North Africa,1855,0,0,0,
Middle East and North Africa,1856,0,0,0,
Middle East and North Africa,1857,0,0,0,
Middle East and North Africa,1858,0,0,0,
Middle East and North Africa,1859,0,0,0,
Middle East and North Africa,1860,0,0,0,
Middle East and North Africa,1861,0,0,0,
Middle East and North Africa,1862,0,0,0,
Middle East and North Africa,1863,0,0,0,
Middle East and North Africa,1864,0,0,0,
Middle East and North Africa,1865,0,0,0,
Middle East and North Africa,1866,0,0,0,
Middle East and North Africa,1867,0,0,0,
Middle East and North Africa,1868,0,0,0,
Middle East and North Africa,1869,0,0,0,
Middle East and North Africa,1870,0,0,0,
Middle East and North Africa,1871,0,0,0,
Middle East and North Africa,1872,0,0,0,
Middle East and North Africa,1873,0,0,0,
Middle East and North Africa,1874,0,0,0,
Middle East and North Africa,1875,0,0,0,
Middle East and North Africa,1876,0,0,0,
Middle East and North Africa,1877,0,0,0,
Middle East and North Africa,1878,0,0,0,
Middle East and North Africa,1879,0,0,0,
Middle East and North Africa,1880,0,0,0,
Middle East and North Africa,1881,0,0,0,
Middle East and North Africa,1882,0,0,0,
Middle East and North Africa,1883,0,0,0,
Middle East and North Africa,1884,0,0,0,
Middle East and North Africa,1885,0,0,0,
Middle East and North Africa,1886,0,0,0,
Middle East and North Africa,1887,0,0,0,
Middle East and North Africa,1888,0,0,0,
Middle East and North Africa,1889,0,0,0,
Middle East and North Africa,1890,0,0,0,
Middle East and North Africa,1891,0,0,0,
Middle East and North Africa,1892,0,0,0,
Middle East and North Africa,1893,0,0,0,
Middle East and North Africa,1894,0,0,0,
Middle East and North Africa,1895,0,0,0,
Middle East and North Africa,1896,0,0,0,
Middle East and North Africa,1897,0,0,0,
Middle East and North Africa,1898,0,0,0,
Middle East and North Africa,1899,0,0,0,
Middle East and North Africa,1900,0,0,0,
Middle East and North Africa,1901,0,0,0,
Middle East and North Africa,1902,0,0,0,
Middle East and North Africa,1903,0,0,0,
Middle East and North Africa,1904,0,0,0,
Middle East and North Africa,1905,0,0,0,
Middle East and North Africa,1906,0,9.6999998,0,
Middle East and North Africa,1907,0,9.6999998,0,
Middle East and North Africa,1908,0,0,0,
Middle East and North Africa,1909,0,9.6999998,0,
Middle East and North Africa,1910,0,9.6999998,0,
Middle East and North Africa,1911,0,0,0,
Middle East and North Africa,1912,0,0,0,
Middle East and North Africa,1913,0,0,0,
Middle East and North Africa,1914,.14,9.6999998,.046874765,
Middle East and North Africa,1915,0,0,0,
Middle East and North Africa,1916,0,0,0,
Middle East and North Africa,1917,0,0,0,
Middle East and North Africa,1918,0,0,0,
Middle East and North Africa,1919,0,0,0,
Middle East and North Africa,1920,0,0,0,
Middle East and North Africa,1921,.14,9.6000004,.046448458,
Middle East and North Africa,1922,.14,9.6000004,.046530612,
Middle East and North Africa,1923,.14,9.6000004,.046612259,
Middle East and North Africa,1924,.14,9.6000004,.046693396,
Middle East and North Africa,1925,0,0,0,
Middle East and North Africa,1926,0,0,0,
Middle East and North Africa,1927,0,0,0,
Middle East and North Africa,1928,0,0,0,
Middle East and North Africa,1929,0,0,0,
Middle East and North Africa,1930,0,0,0,
Middle East and North Africa,1931,0,0,0,
Middle East and North Africa,1932,0,.1,0,
Middle East and North Africa,1933,0,.1,0,
Middle East and North Africa,1934,0,.1,0,
Middle East and North Africa,1935,0,0,0,
Middle East and North Africa,1936,0,0,0,
Middle East and North Africa,1937,0,.1,0,
Middle East and North Africa,1938,0,0,0,
Middle East and North Africa,1939,0,.1,0,
Middle East and North Africa,1940,0,0,0,
Middle East and North Africa,1941,.13,9.3000002,.045370758,
Middle East and North Africa,1942,.13,9.3000002,.045198213,
Middle East and North Africa,1943,.13,9.3000002,.045024484,
Middle East and North Africa,1944,.13,9.3000002,.044849575,
